index,filename,stem,suffix,size_bytes,width,height,channels,sha256,source_path
72,lianzhuangluojia.14.jpg,lianzhuangluojia.14,.jpg,28494,320,320,3,9d86b558a5127c2f33abb675b1f0bf792d9bf56de3ced6bd96f86be4417bc23a,D:\Desktop\MyEdgeCodex\input_test\algae\lianzhuangluojia.14.jpg
73,lianzhuangluojia.8.jpg,lianzhuangluojia.8,.jpg,16636,320,320,3,cf94de6c24b5942823e9928d166a20813076eca322b1924670eaf117c5681110,D:\Desktop\MyEdgeCodex\input_test\algae\lianzhuangluojia.8.jpg
74,lianzhuangluojia.9.jpg,lianzhuangluojia.9,.jpg,12870,320,320,3,b5d2a3b436b586a576781ba0cfedef02fe9239f7cc9df2cc493fe33c1e6c30b9,D:\Desktop\MyEdgeCodex\input_test\algae\lianzhuangluojia.9.jpg
75,limayuanjia.10.jpg,limayuanjia.10,.jpg,22442,320,320,3,cb5dbcc5071ccab0f8a661a9a8247b1b43da674deaaed84daf8095f2aea6887c,D:\Desktop\MyEdgeCodex\input_test\algae\limayuanjia.10.jpg
76,limayuanjia.11.jpg,limayuanjia.11,.jpg,20781,320,320,3,d30fe6aa10368452c7ccf710e2d9da0350ebdecc6d56480d5c0702c0f6cb2e9f,D:\Desktop\MyEdgeCodex\input_test\algae\limayuanjia.11.jpg
77,limayuanjia.12.jpg,limayuanjia.12,.jpg,22925,320,320,3,0b929dc386dd8feefa29fdb6cf5f51be7505f895533ca8dd6f0397d25886cb0a,D:\Desktop\MyEdgeCodex\input_test\algae\limayuanjia.12.jpg
78,limayuanjia.13.jpg,limayuanjia.13,.jpg,22305,320,320,3,321ac335c1519ce50a8df1bbb568c7daf9b6bfaf9d271ca20c9e4fb6ff3165ad,D:\Desktop\MyEdgeCodex\input_test\algae\limayuanjia.13.jpg
79,limayuanjia.14.jpg,limayuanjia.14,.jpg,16562,320,320,3,b0903851e72d0fbb99355bc1a52ccee8968e1d9848b2c21b632ec6641cd7802b,D:\Desktop\MyEdgeCodex\input_test\algae\limayuanjia.14.jpg
80,limayuanjia.15.jpg,limayuanjia.15,.jpg,16597,320,320,3,bb5ec08f857016bbc8ce43a2781576e9bd37e4ba7602521fdf57fff94611a7a0,D:\Desktop\MyEdgeCodex\input_test\algae\limayuanjia.15.jpg
81,limayuanjia.16.jpg,limayuanjia.16,.jpg,20356,320,320,3,e4598873f352f933c07d6296a92f05712001180cd8831c2daff4b99332c3d845,D:\Desktop\MyEdgeCodex\input_test\algae\limayuanjia.16.jpg
82,limayuanjia.18.jpg,limayuanjia.18,.jpg,22780,320,320,3,0b51e2df86091a6672af6eceb70e933830120f7c2e8b8ea29abf25bb19075127,D:\Desktop\MyEdgeCodex\input_test\algae\limayuanjia.18.jpg
83,limayuanjia.9.jpg,limayuanjia.9,.jpg,21376,320,320,3,318a8fb979eb7663bdd5348692744d2bf56ecbf9666c5157d4888d2ed0339cc7,D:\Desktop\MyEdgeCodex\input_test\algae\limayuanjia.9.jpg
84,lingxinghaixian.5.jpg,lingxinghaixian.5,.jpg,15254,320,320,3,051267ff8a4ed998eed01b24132d07baa54c4f0c6019b2e6feb18ffe043839d4,D:\Desktop\MyEdgeCodex\input_test\algae\lingxinghaixian.5.jpg
85,lingxinghaixian.6.jpg,lingxinghaixian.6,.jpg,18315,320,320,3,1abfb789670e554892bacb89d1d46ea1f32d3e9c47ffb4d8921536f73674ebb7,D:\Desktop\MyEdgeCodex\input_test\algae\lingxinghaixian.6.jpg
