method,method_role,stem,raw_filename,raw_sha256,raw_path,result_path,EME,EMEE,Entropy,Contrast,AvgGra,MS_SSIM,PSNR,UCIQE,UIQM,SSEQ,SIFT_GOOD_MATCHES,SIFT_MATCH_RATIO,SIFT_RAW_KEYPOINTS,SIFT_ENHANCED_KEYPOINTS,SIFT_MATCH_STATUS,SSEQ_S1_SPATIAL_MEAN,SSEQ_S1_SPATIAL_SKEW,SSEQ_S1_SPECTRAL_MEAN,SSEQ_S1_SPECTRAL_SKEW,SSEQ_S2_SPATIAL_MEAN,SSEQ_S2_SPATIAL_SKEW,SSEQ_S2_SPECTRAL_MEAN,SSEQ_S2_SPECTRAL_SKEW,SSEQ_S3_SPATIAL_MEAN,SSEQ_S3_SPATIAL_SKEW,SSEQ_S3_SPECTRAL_MEAN,SSEQ_S3_SPECTRAL_SKEW
ABC-Former,enhancement_reference,rouruo.3,rouruo.3.jpg,d5957de2e8bb0a62c4088d16ddcede7b3935ed2306f82b2ec9dadb1e1608ad19,D:\Desktop\MyEdgeCodex\input_test\algae\rouruo.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\rouruo.3.jpg,2.389560815,0.43104658,4.001242629,8.194994122,2.086235047,0.9994134903,51.62922775,1.054867624,6.969671391,1.304554071,67,0.9852941176,70,68,ok,2.697524713,1.386865527,0.003912103768,6.357171284,2.649265138,1.16256153,0.005118252642,5.156953326,2.467387543,1.122721673,0.004116673823,4.648153937
GDCP,enhancement_reference,rouruo.3,rouruo.3.jpg,d5957de2e8bb0a62c4088d16ddcede7b3935ed2306f82b2ec9dadb1e1608ad19,D:\Desktop\MyEdgeCodex\input_test\algae\rouruo.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\rouruo.3.jpg,9.437879017,0.826858577,5.681414188,53.88528605,6.342239861,0.8115336299,19.87939153,1.785135265,23.40812025,2.013146887,43,0.6142857143,70,255,ok,4.128267901,0.6688317034,0.02176351986,4.453284944,4.03141364,0.6606193317,0.02679400489,3.671606166,3.848403436,0.6227744044,0.02223882195,3.414026822
CBF,enhancement_reference,rouruo.3,rouruo.3.jpg,d5957de2e8bb0a62c4088d16ddcede7b3935ed2306f82b2ec9dadb1e1608ad19,D:\Desktop\MyEdgeCodex\input_test\algae\rouruo.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\rouruo.3.jpg,9.95572576,0.8492524778,6.828255866,55.8382788,7.493661875,0.6464211345,19.23871197,1.550898507,24.80911217,2.21486766,35,0.5,70,304,ok,4.386823735,-1.025944502,0.02378802719,4.736571138,4.393429326,-0.0710389764,0.02684529486,3.918594245,4.433953088,-0.1985803006,0.0243664855,3.614401343
HLRP,enhancement_high_noise_diagnostic,rouruo.3,rouruo.3.jpg,d5957de2e8bb0a62c4088d16ddcede7b3935ed2306f82b2ec9dadb1e1608ad19,D:\Desktop\MyEdgeCodex\input_test\algae\rouruo.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\rouruo.3.jpg,18.19258988,1.318541501,7.183969754,181.139136,14.70096375,0.244428739,17.30553571,1.602862501,39.48859599,2.563522455,30,0.4285714286,70,2095,ok,5.065824051,-2.071469281,0.05829772661,3.889512591,5.115869957,-0.8095734547,0.0630398361,3.462704482,5.026421278,0.02227251759,0.05168188373,2.867065256
SGUIE-Net,enhancement_reference,rouruo.3,rouruo.3.jpg,d5957de2e8bb0a62c4088d16ddcede7b3935ed2306f82b2ec9dadb1e1608ad19,D:\Desktop\MyEdgeCodex\input_test\algae\rouruo.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\rouruo.3.jpg,11.29565351,0.936443137,6.626596426,105.7878429,10.10389792,0.5441823006,16.3798111,1.855762315,27.26427939,2.382887391,43,0.6142857143,70,761,ok,4.759289542,0.1181373581,0.02656247848,5.113103361,4.795423859,0.3060491885,0.03147420799,4.403917409,4.658376855,0.4725590958,0.02619740672,4.137561275
Histoformer,enhancement_high_noise_diagnostic,rouruo.3,rouruo.3.jpg,d5957de2e8bb0a62c4088d16ddcede7b3935ed2306f82b2ec9dadb1e1608ad19,D:\Desktop\MyEdgeCodex\input_test\algae\rouruo.3.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\rouruo.3.jpg,25.68761118,1.738591143,7.35422575,436.6405564,23.05534689,0.2936874032,15.17513995,3.370343657,52.52691237,2.606823532,26,0.3714285714,70,2045,ok,4.94737949,-0.2744830939,0.088164033,2.669246246,5.27984411,-0.1400816938,0.08276517537,2.525315941,5.175485908,0.2056357282,0.06730247324,2.691804664
raw,anchor_raw,rouruo.4,rouruo.4.jpg,39251b7994b20e4c08ba596b655fac66665d3225b5e5dc0e18c9abb1ff8453da,D:\Desktop\MyEdgeCodex\input_test\algae\rouruo.4.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\rouruo.4.jpg,1.539224114,0.3841419501,3.873096578,4.072991771,1.45258168,1,361.2019991,0.7377969158,4.137909052,0.9365760956,,,,,reference_na,2.015622648,2.088409036,0.001454500018,5.938006202,1.795547193,2.021132415,0.0009171245861,4.940345757,1.805282141,1.01828606,0.0006329663854,3.647611269
Ours,legacy_ours_reference,rouruo.4,rouruo.4.jpg,39251b7994b20e4c08ba596b655fac66665d3225b5e5dc0e18c9abb1ff8453da,D:\Desktop\MyEdgeCodex\input_test\algae\rouruo.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\rouruo.4.png,15.50671706,1.166574292,6.485082536,785.9544622,22.10879648,0.622670114,14.55817567,3.713948433,33.22558323,2.056457481,4,0.2105263158,19,487,ok,3.864847552,0.09700108979,0.04343903951,3.522448554,4.378095904,0.7773675812,0.01387699173,3.244272976,4.032902231,0.2862553036,0.005583169134,1.938181729
HVDualformer,enhancement_reference,rouruo.4,rouruo.4.jpg,39251b7994b20e4c08ba596b655fac66665d3225b5e5dc0e18c9abb1ff8453da,D:\Desktop\MyEdgeCodex\input_test\algae\rouruo.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\rouruo.4.jpg,1.583905057,0.3865759349,3.850399597,4.050597571,1.486239795,0.9982917309,50.33517687,0.6643750858,4.058344083,0.9806953917,18,0.9473684211,19,19,ok,2.080984309,2.027592557,0.001477160639,5.922891738,1.894929316,1.936613633,0.0009665535812,4.87889116,1.905111792,1.156416155,0.0007032187199,3.507097511
ABC-Former,enhancement_reference,rouruo.4,rouruo.4.jpg,39251b7994b20e4c08ba596b655fac66665d3225b5e5dc0e18c9abb1ff8453da,D:\Desktop\MyEdgeCodex\input_test\algae\rouruo.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\rouruo.4.jpg,1.596638482,0.387273109,3.865116728,4.180035266,1.518739078,0.9986710548,49.53357026,0.6976683884,4.147480052,0.974570317,18,0.9473684211,19,19,ok,2.10853853,2.096058833,0.001483816825,5.953176269,1.882893039,1.978671815,0.0009324319095,4.924569621,1.852936272,0.9357212888,0.0006378117193,3.67409019
GDCP,enhancement_reference,rouruo.4,rouruo.4.jpg,39251b7994b20e4c08ba596b655fac66665d3225b5e5dc0e18c9abb1ff8453da,D:\Desktop\MyEdgeCodex\input_test\algae\rouruo.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\rouruo.4.jpg,5.992714867,0.6321294415,5.604375867,30.00584346,4.615134958,0.9033350945,28.89166624,2.937663458,17.6272364,1.705590281,15,0.7894736842,19,135,ok,3.59746004,0.9912110353,0.01053078656,5.563477435,3.328372372,1.593584798,0.00748697056,4.492426702,3.284408121,0.4960748865,0.005283395401,3.306761603
CBF,enhancement_reference,rouruo.4,rouruo.4.jpg,39251b7994b20e4c08ba596b655fac66665d3225b5e5dc0e18c9abb1ff8453da,D:\Desktop\MyEdgeCodex\input_test\algae\rouruo.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\rouruo.4.jpg,11.58522821,0.9405500739,6.614850203,88.63933679,8.586068915,0.6425155997,19.95496897,2.818698245,27.54907228,2.076139298,8,0.4210526316,19,219,ok,4.222537791,-2.391699448,0.02835077221,3.77534643,4.053276378,-1.752885813,0.01943293577,2.707359236,4.116671588,-1.487642383,0.0165663207,1.070817469
HLRP,enhancement_high_noise_diagnostic,rouruo.4,rouruo.4.jpg,39251b7994b20e4c08ba596b655fac66665d3225b5e5dc0e18c9abb1ff8453da,D:\Desktop\MyEdgeCodex\input_test\algae\rouruo.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\rouruo.4.jpg,13.46950119,1.04688497,7.132632312,171.0597913,13.23981058,0.4102919996,17.19601848,4.269483206,31.59851857,2.348768727,3,0.1578947368,19,1128,ok,4.828507763,0.02058110778,0.03851768979,4.004094551,4.622608748,0.3492231359,0.0262510186,3.338724037,4.556749914,-0.3121171987,0.01997722833,1.762841387
SGUIE-Net,enhancement_reference,rouruo.4,rouruo.4.jpg,39251b7994b20e4c08ba596b655fac66665d3225b5e5dc0e18c9abb1ff8453da,D:\Desktop\MyEdgeCodex\input_test\algae\rouruo.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\rouruo.4.jpg,7.180659372,0.6990865044,6.29833783,81.64476881,7.278734847,0.7581157088,17.70561106,1.862713856,20.19391204,2.020522118,15,0.7894736842,19,179,ok,4.143394988,1.034701684,0.01321818716,4.935432575,3.9867167,1.082369898,0.008811694335,4.219877191,3.964886759,0.1890658164,0.00610437771,3.241000175
Histoformer,enhancement_high_noise_diagnostic,rouruo.4,rouruo.4.jpg,39251b7994b20e4c08ba596b655fac66665d3225b5e5dc0e18c9abb1ff8453da,D:\Desktop\MyEdgeCodex\input_test\algae\rouruo.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\rouruo.4.jpg,20.44303056,1.449390511,7.354101198,334.8129065,17.44049332,0.4246495664,15.99795292,4.889790745,43.86082122,2.390042779,3,0.1578947368,19,896,ok,4.669502176,0.2423077187,0.06511622122,3.19156999,4.770298545,0.1754460889,0.04260274097,2.805046558,4.75954996,0.2005036685,0.03318703229,1.2986174
raw,anchor_raw,sanjiaoji.10,sanjiaoji.10.jpg,9a27d35e791e6a12ffe5d1c0a6eeee8ef62b03a40dba6e0aceed76c3091cce7f,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.10.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.10.jpg,5.460310243,0.5999024319,4.826981656,66.76368045,7.106716907,1,361.2019991,1.120473027,16.98546149,1.651659008,,,,,reference_na,4.121103884,2.115599815,0.01063862296,5.045560654,3.412435056,2.844109843,0.004354342697,4.718067673,2.359391685,2.34980638,0.002030457324,3.613538731
Ours,legacy_ours_reference,sanjiaoji.10,sanjiaoji.10.jpg,9a27d35e791e6a12ffe5d1c0a6eeee8ef62b03a40dba6e0aceed76c3091cce7f,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\sanjiaoji.10.png,24.46805694,1.664323122,6.919010606,1207.295024,36.69713186,0.6365026832,19.4092357,3.164159384,49.02029474,2.251105668,33,0.3333333333,99,2923,ok,4.956086749,-0.4328431682,0.09756800255,3.763454959,4.932777904,0.8158286233,0.02600573375,4.607072235,3.490694838,2.075948382,0.003500779794,3.933427939
HVDualformer,enhancement_reference,sanjiaoji.10,sanjiaoji.10.jpg,9a27d35e791e6a12ffe5d1c0a6eeee8ef62b03a40dba6e0aceed76c3091cce7f,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\sanjiaoji.10.jpg,5.696283881,0.6130040257,4.807030843,67.03519299,7.169905923,0.9979076385,36.91157782,0.8513473539,17.29682386,1.648614745,78,0.847826087,99,92,ok,4.132716632,2.061366923,0.01136322418,5.074378134,3.421960388,2.783016116,0.004627391197,4.776440739,2.31877848,2.53648294,0.002242352682,3.582679757
ABC-Former,enhancement_reference,sanjiaoji.10,sanjiaoji.10.jpg,9a27d35e791e6a12ffe5d1c0a6eeee8ef62b03a40dba6e0aceed76c3091cce7f,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\sanjiaoji.10.jpg,5.592418375,0.6072023283,4.833447825,67.14618437,7.131733414,0.9992157817,40.28530626,1.027528434,17.07175963,1.655020183,92,0.9292929293,99,100,ok,4.12529784,2.054507471,0.01102561464,5.030911558,3.423937541,2.847483308,0.004498883253,4.69634121,2.36331639,2.260139422,0.002044832039,3.638693838
GDCP,enhancement_reference,sanjiaoji.10,sanjiaoji.10.jpg,9a27d35e791e6a12ffe5d1c0a6eeee8ef62b03a40dba6e0aceed76c3091cce7f,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\sanjiaoji.10.jpg,16.8808175,1.248555922,6.47027722,378.8935884,20.50446334,0.7545258403,23.45385692,2.583335899,36.50677959,2.290522128,58,0.5858585859,99,3597,ok,5.156525641,0.4753832033,0.04916983919,4.692860035,4.68671627,1.800677102,0.02300514107,4.500273607,3.817682311,2.002798267,0.01003356809,3.689756637
CBF,enhancement_reference,sanjiaoji.10,sanjiaoji.10.jpg,9a27d35e791e6a12ffe5d1c0a6eeee8ef62b03a40dba6e0aceed76c3091cce7f,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\sanjiaoji.10.jpg,21.74205592,1.509750084,6.938630423,421.8319014,23.55978545,0.64550668,18.99116796,1.93958813,44.17855264,2.379972785,51,0.5151515152,99,3208,ok,5.235487597,-0.5963116467,0.07593325793,3.435008696,4.784079812,0.5594398124,0.02996440809,4.145398137,4.142182315,0.5283767201,0.01218931818,3.381328239
HLRP,enhancement_high_noise_diagnostic,sanjiaoji.10,sanjiaoji.10.jpg,9a27d35e791e6a12ffe5d1c0a6eeee8ef62b03a40dba6e0aceed76c3091cce7f,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\sanjiaoji.10.jpg,10.61989377,0.8830647055,5.996141521,123.5595954,13.41361383,0.5140245557,23.06425328,1.044718939,25.31007365,2.214474299,35,0.3535353535,99,4144,ok,4.96482871,-0.1875820132,0.02863749519,3.634048284,4.546418318,0.7649999414,0.01371845178,4.906766468,3.728255908,1.472953481,0.004986913558,3.76900713
SGUIE-Net,enhancement_reference,sanjiaoji.10,sanjiaoji.10.jpg,9a27d35e791e6a12ffe5d1c0a6eeee8ef62b03a40dba6e0aceed76c3091cce7f,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\sanjiaoji.10.jpg,19.66223595,1.399599696,6.872501825,616.6289528,28.67447135,0.6317328215,17.36728878,2.251458931,41.3111417,2.40302556,58,0.5858585859,99,3984,ok,5.379073816,0.001492874442,0.06117781591,4.717368023,4.973950547,1.372275756,0.02563269683,4.655958435,3.968630974,1.831251104,0.009687510907,3.590014761
Histoformer,enhancement_high_noise_diagnostic,sanjiaoji.10,sanjiaoji.10.jpg,9a27d35e791e6a12ffe5d1c0a6eeee8ef62b03a40dba6e0aceed76c3091cce7f,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\sanjiaoji.10.jpg,44.47305582,2.831518849,7.529503624,1456.632112,45.30732008,0.4318147302,16.48645435,3.680865584,82.04689935,2.61924623,40,0.404040404,99,3830,ok,5.553746404,-0.8645315323,0.1592897667,2.890415476,5.297196728,0.2309103863,0.06794669186,3.77355255,4.616673313,1.228005858,0.02062447421,3.454335256
raw,anchor_raw,sanjiaoji.9,sanjiaoji.9.jpg,9b597a75bf0a7f66dadc26c4b5c70a11fd3695c494b3faa8b0ac38d07ef6227d,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.9.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.9.jpg,5.780764577,0.6180942382,4.835546894,61.31583072,7.009829926,1,361.2019991,1.342424599,17.68263501,1.656211214,,,,,reference_na,4.117369318,2.115580847,0.01174755069,4.936276343,3.42444892,2.838803563,0.006197956614,5.133923586,2.37515502,2.070911779,0.002348517776,3.878402107
Ours,legacy_ours_reference,sanjiaoji.9,sanjiaoji.9.jpg,9b597a75bf0a7f66dadc26c4b5c70a11fd3695c494b3faa8b0ac38d07ef6227d,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.9.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\sanjiaoji.9.png,21.87032339,1.515421558,6.886506474,1024.191776,33.95485801,0.6613781452,19.45826065,2.86468663,45.00133516,2.243813702,39,0.25,156,2898,ok,5.015141472,-0.3948223656,0.08521868103,3.650121698,4.896123831,1.306143322,0.02484802927,4.243939647,3.438457778,1.917824217,0.003092420279,4.961990401
HVDualformer,enhancement_reference,sanjiaoji.9,sanjiaoji.9.jpg,9b597a75bf0a7f66dadc26c4b5c70a11fd3695c494b3faa8b0ac38d07ef6227d,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.9.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\sanjiaoji.9.jpg,6.013413158,0.6310722304,4.81217283,60.85148413,7.04382382,0.9975705743,36.91131518,1.058284162,18.06148615,1.651262124,127,0.8639455782,156,147,ok,4.127352007,2.091008874,0.01244210511,4.876027846,3.428464816,2.870373238,0.00641789888,4.946289632,2.330367085,2.18402304,0.002528830473,3.607526456
ABC-Former,enhancement_reference,sanjiaoji.9,sanjiaoji.9.jpg,9b597a75bf0a7f66dadc26c4b5c70a11fd3695c494b3faa8b0ac38d07ef6227d,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.9.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\sanjiaoji.9.jpg,5.908679352,0.6251847375,4.830753575,61.32022923,7.000918776,0.9991995692,38.73910779,1.245545396,17.80049604,1.652038993,144,0.9473684211,156,152,ok,4.113385393,2.136268756,0.01211250245,4.919070359,3.415387785,2.782679935,0.006360418615,5.163421485,2.36264732,2.079648899,0.002340539434,4.002283174
GDCP,enhancement_reference,sanjiaoji.9,sanjiaoji.9.jpg,9b597a75bf0a7f66dadc26c4b5c70a11fd3695c494b3faa8b0ac38d07ef6227d,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.9.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\sanjiaoji.9.jpg,18.27414103,1.329524822,6.456900617,346.8899491,20.05268857,0.7753845453,24.31350228,2.851347871,39.43085137,2.291856815,77,0.4935897436,156,3636,ok,5.148052785,0.3773186656,0.05352490405,4.214022741,4.70290358,1.909701901,0.026874819,4.151909668,3.810538763,1.657868414,0.009246037718,4.159157112
CBF,enhancement_reference,sanjiaoji.9,sanjiaoji.9.jpg,9b597a75bf0a7f66dadc26c4b5c70a11fd3695c494b3faa8b0ac38d07ef6227d,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.9.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\sanjiaoji.9.jpg,21.330906,1.486480718,6.946857989,421.0737706,23.66440368,0.6162397861,19.81217645,2.156347478,43.62853904,2.402762581,76,0.4871794872,156,3422,ok,5.242559122,-1.097681883,0.07334930621,3.352471828,4.818808233,0.3301245046,0.03127661797,4.032353363,4.23814106,0.2155120243,0.01244114948,3.176501274
HLRP,enhancement_high_noise_diagnostic,sanjiaoji.9,sanjiaoji.9.jpg,9b597a75bf0a7f66dadc26c4b5c70a11fd3695c494b3faa8b0ac38d07ef6227d,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.9.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\sanjiaoji.9.jpg,10.62444311,0.8833525495,6.012375741,125.3878037,13.54804796,0.5023505092,22.79594247,1.056730505,25.31807042,2.218526998,45,0.2884615385,156,4197,ok,4.97869385,0.02215929331,0.02962512765,3.576944231,4.579638579,1.273635262,0.01443968226,3.810631909,3.704366867,1.274460273,0.004397879951,3.035807655
SGUIE-Net,enhancement_reference,sanjiaoji.9,sanjiaoji.9.jpg,9b597a75bf0a7f66dadc26c4b5c70a11fd3695c494b3faa8b0ac38d07ef6227d,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.9.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\sanjiaoji.9.jpg,18.6450186,1.33799805,6.818257444,556.2806769,27.37348882,0.6609981656,17.86538933,2.446057885,40.08783675,2.389160341,89,0.5705128205,156,3871,ok,5.355490897,0.07713372527,0.05942093627,4.405959448,4.946613954,1.50832208,0.02689278776,4.221467592,3.937200885,1.706463704,0.009342587585,3.614770199
Histoformer,enhancement_high_noise_diagnostic,sanjiaoji.9,sanjiaoji.9.jpg,9b597a75bf0a7f66dadc26c4b5c70a11fd3695c494b3faa8b0ac38d07ef6227d,D:\Desktop\MyEdgeCodex\input_test\algae\sanjiaoji.9.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\sanjiaoji.9.jpg,38.49002444,2.478766474,7.441644578,1235.547007,41.52360747,0.4763951302,17.20292442,3.565731971,72.49699931,2.593980836,50,0.3205128205,156,3839,ok,5.522227497,-0.5337154148,0.143211524,2.938528411,5.26466448,0.4473853332,0.06335146323,3.571720403,4.553078624,1.206344908,0.01735143002,3.72283178
raw,anchor_raw,shikelipu.4,shikelipu.4.jpg,61339c44e2928f18cdbcc987828f8cb5242a56533e3206308654e01d9cc5b66a,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.4.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.4.jpg,2.637320797,0.4447905541,3.878705497,7.366643809,2.330356911,1,361.2019991,2.702218466,9.333569627,1.388334603,,,,,reference_na,3.023057097,2.128951517,0.004289396242,6.632732211,2.880272653,2.768088612,0.005031966574,4.973018176,2.411992632,3.132646219,0.005363872014,3.496111686
Ours,legacy_ours_reference,shikelipu.4,shikelipu.4.jpg,61339c44e2928f18cdbcc987828f8cb5242a56533e3206308654e01d9cc5b66a,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\shikelipu.4.png,9.24410519,0.813145033,6.197031859,339.2397139,17.35782869,0.658921361,10.11409825,4.332075097,24.53361586,2.238475267,16,0.2909090909,55,1233,ok,4.484709939,0.0948661935,0.02430243623,4.938173951,4.72375551,1.326708533,0.01463385579,4.490815969,4.174616405,2.282799203,0.008833453156,3.378621282
HVDualformer,enhancement_reference,shikelipu.4,shikelipu.4.jpg,61339c44e2928f18cdbcc987828f8cb5242a56533e3206308654e01d9cc5b66a,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\shikelipu.4.jpg,2.704670049,0.448527043,3.943271931,7.333816614,2.369861686,0.9925096035,35.94526907,2.104723959,9.603294369,1.420743308,33,0.6226415094,55,53,ok,3.072842722,2.051968255,0.004487208953,6.648518903,2.940291915,2.643023326,0.005694439922,5.006575671,2.494280599,3.086725897,0.006862964307,3.595251067
ABC-Former,enhancement_reference,shikelipu.4,shikelipu.4.jpg,61339c44e2928f18cdbcc987828f8cb5242a56533e3206308654e01d9cc5b66a,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\shikelipu.4.jpg,2.682766777,0.4472903458,3.930543288,7.578820533,2.383892814,0.9991330504,48.09448197,2.449226187,9.228090175,1.411934806,50,0.9433962264,55,53,ok,3.067714833,2.138596531,0.004347840578,6.640313067,2.923819228,2.726331889,0.005090367192,4.963770907,2.465219115,3.112219456,0.005417451887,3.483607466
GDCP,enhancement_reference,shikelipu.4,shikelipu.4.jpg,61339c44e2928f18cdbcc987828f8cb5242a56533e3206308654e01d9cc5b66a,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\shikelipu.4.jpg,8.082271939,0.7496249737,5.518563525,33.40565733,6.527347759,0.8588474393,28.65403678,3.488764167,22.19408576,2.099542997,37,0.6727272727,55,144,ok,4.409035378,0.3365393232,0.0152552411,6.414094171,4.284791198,1.47029509,0.01517936982,4.845211565,3.860419304,2.356969926,0.01257749381,3.455480868
CBF,enhancement_reference,shikelipu.4,shikelipu.4.jpg,61339c44e2928f18cdbcc987828f8cb5242a56533e3206308654e01d9cc5b66a,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\shikelipu.4.jpg,10.57580989,0.8842220888,6.721562923,59.24410266,8.2673586,0.6716555357,18.70146068,3.265694572,25.58301507,2.225777606,27,0.4909090909,55,589,ok,4.493594385,-1.223038159,0.02649522434,4.750461365,4.436402131,-0.8235134163,0.02450676366,4.232945812,4.352819733,0.3517473051,0.02084739907,3.450847438
HLRP,enhancement_high_noise_diagnostic,shikelipu.4,shikelipu.4.jpg,61339c44e2928f18cdbcc987828f8cb5242a56533e3206308654e01d9cc5b66a,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\shikelipu.4.jpg,15.52258828,1.157184068,6.854249543,138.3654781,14.03006853,0.2671872377,19.34080851,3.691829087,34.38987737,2.563821928,4,0.07272727273,55,2283,ok,5.133100959,-4.516215218,0.05122986224,3.781170807,5.153669913,-1.531860077,0.05384138004,3.722313758,4.949801471,0.5294605993,0.04128798458,3.315044926
