method,method_role,stem,raw_filename,raw_sha256,raw_path,result_path,EME,EMEE,Entropy,Contrast,AvgGra,MS_SSIM,PSNR,UCIQE,UIQM,SSEQ,SIFT_GOOD_MATCHES,SIFT_MATCH_RATIO,SIFT_RAW_KEYPOINTS,SIFT_ENHANCED_KEYPOINTS,SIFT_MATCH_STATUS,SSEQ_S1_SPATIAL_MEAN,SSEQ_S1_SPATIAL_SKEW,SSEQ_S1_SPECTRAL_MEAN,SSEQ_S1_SPECTRAL_SKEW,SSEQ_S2_SPATIAL_MEAN,SSEQ_S2_SPATIAL_SKEW,SSEQ_S2_SPECTRAL_MEAN,SSEQ_S2_SPECTRAL_SKEW,SSEQ_S3_SPATIAL_MEAN,SSEQ_S3_SPATIAL_SKEW,SSEQ_S3_SPECTRAL_MEAN,SSEQ_S3_SPECTRAL_SKEW
SGUIE-Net,enhancement_reference,shikelipu.4,shikelipu.4.jpg,61339c44e2928f18cdbcc987828f8cb5242a56533e3206308654e01d9cc5b66a,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\shikelipu.4.jpg,8.932059425,0.8000722924,5.898729635,68.94794769,9.08521123,0.7276136875,17.43272574,3.465068683,23.10254999,2.234441505,19,0.3454545455,55,494,ok,4.668313763,0.3005254178,0.02271663027,4.931727783,4.545491627,1.116728222,0.02252114274,4.383862313,4.126176442,2.119137934,0.02142942639,3.7259345
Histoformer,enhancement_high_noise_diagnostic,shikelipu.4,shikelipu.4.jpg,61339c44e2928f18cdbcc987828f8cb5242a56533e3206308654e01d9cc5b66a,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.4.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\shikelipu.4.jpg,23.9934195,1.636265533,7.214115418,367.2058092,22.32903146,0.367755264,17.62644657,4.00682526,49.49920358,2.626754458,5,0.09090909091,55,2258,ok,5.233912211,-0.9903688641,0.08535963119,3.376746773,5.273056869,-0.3920738613,0.07465987089,3.572137609,5.042628819,0.3546987562,0.05090934605,3.563784866
raw,anchor_raw,shikelipu.5,shikelipu.5.jpg,57dbd9d94f00cbc011bb1772ce3e136be137f5f66a2efa5a986d726400d5333f,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.5.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.5.jpg,1.564432688,0.385502011,4.207631903,19.0320386,3.180634338,1,361.2019991,1.408704927,8.994164707,1.459592051,,,,,reference_na,3.311268751,2.574055277,0.001351910277,7.980202078,2.977017992,2.931549363,0.000686510262,5.71977495,2.466910507,2.841679473,0.0003166381449,6.567132343
Ours,legacy_ours_reference,shikelipu.5,shikelipu.5.jpg,57dbd9d94f00cbc011bb1772ce3e136be137f5f66a2efa5a986d726400d5333f,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\shikelipu.5.png,35.18119845,2.280363718,7.485286391,1952.293735,48.99147805,0.3592185676,10.46324509,4.362056177,67.65002659,2.554542093,10,0.2941176471,34,2282,ok,5.273957769,-0.8910507636,0.1311757758,1.175107919,5.276393026,-0.3032274125,0.04744619121,1.023532114,4.587890288,-0.2187915967,0.01038950668,1.47016144
HVDualformer,enhancement_reference,shikelipu.5,shikelipu.5.jpg,57dbd9d94f00cbc011bb1772ce3e136be137f5f66a2efa5a986d726400d5333f,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\shikelipu.5.jpg,1.5773028,0.3862023896,4.384703525,19.57368241,3.26644197,0.9968523383,32.17900188,1.655687679,9.196447676,1.501340744,31,0.9117647059,34,34,ok,3.361299698,2.526248694,0.001367672626,7.974175215,3.054492812,2.88879121,0.0007240096599,5.647500346,2.589797424,2.816654197,0.0003628469982,6.39036216
ABC-Former,enhancement_reference,shikelipu.5,shikelipu.5.jpg,57dbd9d94f00cbc011bb1772ce3e136be137f5f66a2efa5a986d726400d5333f,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\shikelipu.5.jpg,1.491764762,0.3815170483,4.183685143,18.74186422,3.175789451,0.9985493422,30.34997328,1.334418112,8.81287253,1.452923875,32,0.9411764706,34,37,ok,3.302645419,2.667827447,0.001248070921,8.04171683,2.9612058,2.934409076,0.0006308112438,5.659967119,2.451512427,2.855002271,0.0003007251977,6.482583413
GDCP,enhancement_reference,shikelipu.5,shikelipu.5.jpg,57dbd9d94f00cbc011bb1772ce3e136be137f5f66a2efa5a986d726400d5333f,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\shikelipu.5.jpg,3.159841917,0.4738022384,5.413750563,53.53911638,5.266528496,0.9083434343,29.80008363,3.724531587,7.110819744,1.915680878,28,0.8235294118,34,106,ok,3.996808447,1.062489251,0.004225580882,8.024105591,3.889911281,1.425600724,0.002845310484,5.86620888,3.598541549,1.500002941,0.00175309885,6.438917244
CBF,enhancement_reference,shikelipu.5,shikelipu.5.jpg,57dbd9d94f00cbc011bb1772ce3e136be137f5f66a2efa5a986d726400d5333f,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\shikelipu.5.jpg,6.932902447,0.6801999284,6.453709363,134.5484963,11.92743047,0.6467247605,16.27094564,2.456608722,20.06053326,2.262421105,26,0.7647058824,34,1667,ok,4.777904554,-1.881621628,0.0131326865,6.783405133,4.540315211,-1.805277223,0.007786394183,4.695751469,4.231016476,-1.295946752,0.004371307069,5.513763442
HLRP,enhancement_high_noise_diagnostic,shikelipu.5,shikelipu.5.jpg,57dbd9d94f00cbc011bb1772ce3e136be137f5f66a2efa5a986d726400d5333f,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\shikelipu.5.jpg,13.59974074,1.048829967,6.594909645,146.0862069,14.04680512,0.3512942791,8.366872272,3.937770685,31.17263171,2.434189688,16,0.4705882353,34,3365,ok,5.076834114,-0.55898935,0.04132831116,5.291109683,4.922450131,0.04279600969,0.02872595207,3.912042598,4.521534797,-0.1385408949,0.01426482227,4.267078169
SGUIE-Net,enhancement_reference,shikelipu.5,shikelipu.5.jpg,57dbd9d94f00cbc011bb1772ce3e136be137f5f66a2efa5a986d726400d5333f,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\shikelipu.5.jpg,2.5661665,0.4410519761,4.877209241,51.57508817,4.873417524,0.9522942305,23.86771022,1.582040971,11.84981117,1.773130971,20,0.5882352941,34,55,ok,3.879440278,1.237940848,0.00296640506,7.983618606,3.636292905,1.77078132,0.001617972362,5.626021822,3.11759616,1.770073005,0.0008721060492,6.117217989
Histoformer,enhancement_high_noise_diagnostic,shikelipu.5,shikelipu.5.jpg,57dbd9d94f00cbc011bb1772ce3e136be137f5f66a2efa5a986d726400d5333f,D:\Desktop\MyEdgeCodex\input_test\algae\shikelipu.5.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\shikelipu.5.jpg,20.40595426,1.44186559,7.147063938,564.1624853,24.42397056,0.3749244511,13.94076016,6.606742652,44.95657358,2.53789013,16,0.4705882353,34,2993,ok,5.17654068,-0.9655286171,0.05735884836,3.805064354,5.087867632,-0.904547147,0.03733395269,3.009983375,4.847974752,-0.3796377996,0.02026491518,3.480127088
raw,anchor_raw,suojiao.6,suojiao.6.jpg,9e056a60338271a460b78e993ad1ca5b85ba2140030047cb33c04c35bca3a6d2,D:\Desktop\MyEdgeCodex\input_test\algae\suojiao.6.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\suojiao.6.jpg,1.080441561,0.3590692913,3.484292723,19.80871375,2.213862676,1,361.2019991,0.3091108994,3.377857453,0.9907066977,,,,,reference_na,2.069104697,2.238960249,0.001064936507,5.457789691,1.841601472,1.278640307,0.0002944129284,5.210140979,2.031964291,-0.1818844982,0.0002103763713,4.735478732
Ours,legacy_ours_reference,suojiao.6,suojiao.6.jpg,9e056a60338271a460b78e993ad1ca5b85ba2140030047cb33c04c35bca3a6d2,D:\Desktop\MyEdgeCodex\input_test\algae\suojiao.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\suojiao.6.png,11.57665873,0.954618131,5.367432796,851.042741,16.08643991,0.725060463,13.20000911,0.9983422691,25.26166343,1.764409471,5,0.2272727273,22,74,ok,3.222410052,0.271914129,0.02821440268,3.789085637,3.70244203,0.6369117625,0.007355902429,3.312314473,3.621528964,-0.4022976078,0.004505474033,1.821403677
HVDualformer,enhancement_reference,suojiao.6,suojiao.6.jpg,9e056a60338271a460b78e993ad1ca5b85ba2140030047cb33c04c35bca3a6d2,D:\Desktop\MyEdgeCodex\input_test\algae\suojiao.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\suojiao.6.jpg,1.299434795,0.3710388719,3.693285884,20.77531838,2.501989928,0.9928559661,28.21288416,0.2911158738,4.317819428,1.155645127,16,0.9411764706,22,17,ok,2.433201323,2.196603602,0.001254295059,5.393288921,2.188775773,1.271574625,0.0003609765685,5.214032873,2.310019206,0.007230397393,0.0002591871165,3.632652071
ABC-Former,enhancement_reference,suojiao.6,suojiao.6.jpg,9e056a60338271a460b78e993ad1ca5b85ba2140030047cb33c04c35bca3a6d2,D:\Desktop\MyEdgeCodex\input_test\algae\suojiao.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\suojiao.6.jpg,1.158275283,0.3633203796,3.524712832,20.22112559,2.342760768,0.9962248206,38.89595503,0.3018148949,3.480762388,1.071130775,17,1,22,17,ok,2.244773389,2.321012333,0.001117776244,5.41106936,2.0299024,1.331013387,0.0003149094989,5.176076765,2.150464645,0.01219420953,0.0002115295766,4.703928586
GDCP,enhancement_reference,suojiao.6,suojiao.6.jpg,9e056a60338271a460b78e993ad1ca5b85ba2140030047cb33c04c35bca3a6d2,D:\Desktop\MyEdgeCodex\input_test\algae\suojiao.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\suojiao.6.jpg,3.84016536,0.5137691768,5.179801432,118.5828272,6.204843822,0.8762978911,28.06288311,0.6371197373,13.59459056,1.736629639,16,0.7272727273,22,53,ok,3.588185843,1.340064174,0.006155624364,5.698187983,3.339673508,0.8277092908,0.002494390823,5.486536903,3.481425851,-0.4522095464,0.00184261694,4.701367016
CBF,enhancement_reference,suojiao.6,suojiao.6.jpg,9e056a60338271a460b78e993ad1ca5b85ba2140030047cb33c04c35bca3a6d2,D:\Desktop\MyEdgeCodex\input_test\algae\suojiao.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\suojiao.6.jpg,5.873783438,0.6224871756,6.562656881,174.6211599,9.534654992,0.6366488338,15.16068785,1.075819084,17.92310359,2.086852282,13,0.5909090909,22,99,ok,4.183602973,-0.2354606057,0.01108129815,4.479849641,3.994432095,-0.2299353954,0.005381825327,3.77507928,4.31951396,-0.3211079037,0.00710154284,1.355573435
HLRP,enhancement_high_noise_diagnostic,suojiao.6,suojiao.6.jpg,9e056a60338271a460b78e993ad1ca5b85ba2140030047cb33c04c35bca3a6d2,D:\Desktop\MyEdgeCodex\input_test\algae\suojiao.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\suojiao.6.jpg,11.22402867,0.9189378199,6.70108922,214.4325235,13.60068547,0.3972319663,10.8811279,1.076899828,27.20607333,2.373730309,2,0.09090909091,22,736,ok,4.784480457,-0.1220283811,0.03204953594,3.685775117,4.642228093,-0.1167069792,0.02105105181,2.61896752,4.738898264,-0.5436613352,0.02367445339,0.5880266176
SGUIE-Net,enhancement_reference,suojiao.6,suojiao.6.jpg,9e056a60338271a460b78e993ad1ca5b85ba2140030047cb33c04c35bca3a6d2,D:\Desktop\MyEdgeCodex\input_test\algae\suojiao.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\suojiao.6.jpg,2.592524701,0.4423748582,4.834787427,81.63930251,4.789265311,0.9182825089,23.8591991,0.9332874753,9.276743316,1.622051905,12,0.5454545455,22,36,ok,3.22696938,0.3726800409,0.003793021,5.605418586,3.168222822,0.475560576,0.001611609001,4.614423528,3.33039211,-0.1618776975,0.001322487224,3.569355196
Histoformer,enhancement_high_noise_diagnostic,suojiao.6,suojiao.6.jpg,9e056a60338271a460b78e993ad1ca5b85ba2140030047cb33c04c35bca3a6d2,D:\Desktop\MyEdgeCodex\input_test\algae\suojiao.6.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\suojiao.6.jpg,22.48142737,1.565853233,7.52486771,1121.681328,31.77149184,0.2112107575,13.04213421,4.802717646,47.81290271,2.560952014,0,0,22,1476,ok,4.832365868,0.126984334,0.07246263501,2.61346739,5.145848449,-0.5297278218,0.0444237182,1.493488205,5.21942899,-1.082274686,0.05118242542,0.8610811996
raw,anchor_raw,tama.10,tama.10.jpg,9ffecf67cc8832dacb83235179523ddd58d4756c482cf70ee1edef15f94439a2,D:\Desktop\MyEdgeCodex\input_test\algae\tama.10.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\tama.10.jpg,1.097470784,0.3600724577,2.927690212,6.370258621,1.579970638,1,361.2019991,1.239129042,4.433730104,0.7408508641,,,,,reference_na,1.933442818,2.981691709,0.001446425444,6.387885057,1.39645939,3.184779823,0.001633126184,5.946703922,1.109655938,2.552548808,0.002467488386,3.889679773
Ours,legacy_ours_reference,tama.10,tama.10.jpg,9ffecf67cc8832dacb83235179523ddd58d4756c482cf70ee1edef15f94439a2,D:\Desktop\MyEdgeCodex\input_test\algae\tama.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\tama.10.png,5.215019644,0.5904989032,4.792613781,331.4100411,10.90455611,0.8879758716,17.42446103,1.817967483,13.94002395,1.518448724,11,0.275,40,116,ok,3.281642787,1.875593103,0.01747550076,4.66669749,3.242141771,2.589367219,0.007077818977,4.63579516,2.557394354,1.639548611,0.004960112883,4.780179816
HVDualformer,enhancement_reference,tama.10,tama.10.jpg,9ffecf67cc8832dacb83235179523ddd58d4756c482cf70ee1edef15f94439a2,D:\Desktop\MyEdgeCodex\input_test\algae\tama.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\tama.10.jpg,1.642264707,0.3898727742,3.384672238,7.233512931,2.070758227,0.9920912385,19.88177603,0.7469216979,6.584343169,1.023843449,30,0.75,40,41,ok,2.49940134,2.498080569,0.002003053811,6.176980986,1.995494816,2.724997195,0.001959440301,5.831222294,1.641482968,2.164378599,0.002719075974,3.868714982
ABC-Former,enhancement_reference,tama.10,tama.10.jpg,9ffecf67cc8832dacb83235179523ddd58d4756c482cf70ee1edef15f94439a2,D:\Desktop\MyEdgeCodex\input_test\algae\tama.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\tama.10.jpg,1.230799262,0.3673757754,3.08395782,6.996943574,1.731637107,0.9987155199,37.71294198,1.18433014,4.244861628,0.8384709285,36,0.9,40,47,ok,2.110318363,2.878105747,0.001620710731,6.332557479,1.599164629,2.926816742,0.001794098264,5.814554274,1.315272475,2.450710682,0.002655295221,3.881239251
GDCP,enhancement_reference,tama.10,tama.10.jpg,9ffecf67cc8832dacb83235179523ddd58d4756c482cf70ee1edef15f94439a2,D:\Desktop\MyEdgeCodex\input_test\algae\tama.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\tama.10.jpg,4.326550918,0.5415733182,4.566932512,34.70456995,4.306814178,0.9212670326,24.05191145,2.676879397,15.57115888,1.430167019,25,0.625,40,116,ok,3.395779122,1.690095629,0.01038655017,5.03417448,2.806537995,2.680617825,0.01000922971,5.054201373,2.346665354,2.286508417,0.01162386073,4.326125683
CBF,enhancement_reference,tama.10,tama.10.jpg,9ffecf67cc8832dacb83235179523ddd58d4756c482cf70ee1edef15f94439a2,D:\Desktop\MyEdgeCodex\input_test\algae\tama.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\tama.10.jpg,4.339032481,0.538560519,6.602913347,40.65421238,5.109036591,0.7725914717,17.97565315,1.064127908,13.67729369,1.847668683,22,0.55,40,92,ok,3.638184308,-1.066001351,0.008666124654,5.461521135,3.505428728,1.073201198,0.007913500066,5.098852975,3.915398278,-0.6288527218,0.01042116195,4.228938797
HLRP,enhancement_high_noise_diagnostic,tama.10,tama.10.jpg,9ffecf67cc8832dacb83235179523ddd58d4756c482cf70ee1edef15f94439a2,D:\Desktop\MyEdgeCodex\input_test\algae\tama.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\tama.10.jpg,11.00320076,0.90588678,6.664556278,145.06779,13.5510734,0.4449561238,15.18941357,1.137572887,27.09744389,2.303693453,0,0,40,1964,ok,4.843191162,-2.17185411,0.03026531401,6.377208254,4.573662071,-2.549142186,0.02087641804,5.548233549,4.333404327,-3.036482583,0.02076142597,3.643998156
SGUIE-Net,enhancement_reference,tama.10,tama.10.jpg,9ffecf67cc8832dacb83235179523ddd58d4756c482cf70ee1edef15f94439a2,D:\Desktop\MyEdgeCodex\input_test\algae\tama.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\tama.10.jpg,1.273130817,0.3698041333,2.922609735,16.45309561,1.864700999,0.9885969758,16.74875529,1.016230246,4.902569468,0.7331583097,25,0.625,40,109,ok,1.426184421,0.8797166263,0.002135197645,5.552491771,1.638652051,1.76717833,0.001847184038,5.659285763,1.327882326,1.812483765,0.002248678651,3.882811741
Histoformer,enhancement_high_noise_diagnostic,tama.10,tama.10.jpg,9ffecf67cc8832dacb83235179523ddd58d4756c482cf70ee1edef15f94439a2,D:\Desktop\MyEdgeCodex\input_test\algae\tama.10.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\tama.10.jpg,27.97622532,1.864357053,7.293096889,1437.488107,42.60587257,0.2373130769,13.34698557,5.716729943,56.94952689,2.542251581,0,0,40,2669,ok,4.843601935,-0.07941211251,0.1099277564,1.78190917,5.243401104,-1.72131344,0.05210854067,3.61292712,4.969531027,-0.9601628597,0.03493912395,4.194061962
raw,anchor_raw,tama.11,tama.11.jpg,1ec06351b468612da1a0e21d6cc350e0d622c17b0fbaf2d2aa8ef3f37f4d119e,D:\Desktop\MyEdgeCodex\input_test\algae\tama.11.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\tama.11.jpg,0.5959873355,0.3325621864,2.543160471,1.416869122,0.8859040948,1,361.2019991,0.6838071095,1.471946226,0.4934863761,,,,,reference_na,1.448268631,3.800971475,0.0004961937233,13.51605939,0.8864460708,5.786093353,0.0006224560571,10.66010951,0.6241941402,4.355330334,0.0008907646902,9.82055715
Ours,legacy_ours_reference,tama.11,tama.11.jpg,1ec06351b468612da1a0e21d6cc350e0d622c17b0fbaf2d2aa8ef3f37f4d119e,D:\Desktop\MyEdgeCodex\input_test\algae\tama.11.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Ours\tama.11.png,42.17933691,2.699934155,7.40993206,2562.394259,55.114783,0.3340820074,14.61842924,1.197445936,78.31974114,2.346984346,6,0.6,10,650,ok,4.92633457,-1.08928556,0.1516131023,0.5990850465,4.87609254,-1.064709939,0.02771563971,2.883969075,4.093221633,-0.4429586237,0.006928592575,8.048062028
HVDualformer,enhancement_reference,tama.11,tama.11.jpg,1ec06351b468612da1a0e21d6cc350e0d622c17b0fbaf2d2aa8ef3f37f4d119e,D:\Desktop\MyEdgeCodex\input_test\algae\tama.11.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HVDualformer\tama.11.jpg,0.682264109,0.3372911383,2.474253521,1.549799177,0.9635916685,0.9979384542,48.36478762,0.4887882018,1.662963211,0.5785275323,7,0.875,10,8,ok,1.601403734,3.667838343,0.0006001209335,13.45436999,1.091861852,5.112388442,0.0007665920623,10.38295682,0.7753742287,4.710875323,0.001158665141,9.856620034
ABC-Former,enhancement_reference,tama.11,tama.11.jpg,1ec06351b468612da1a0e21d6cc350e0d622c17b0fbaf2d2aa8ef3f37f4d119e,D:\Desktop\MyEdgeCodex\input_test\algae\tama.11.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\ABC-Former\tama.11.jpg,0.6240996879,0.3340931713,2.700873013,1.483821513,0.9372721522,0.999135375,38.5434901,0.5956427954,1.321040788,0.5655790211,9,1,10,9,ok,1.559418759,3.709871774,0.0004965436589,13.4232476,1.05529351,5.803238807,0.0006187305273,10.59730647,0.7767711786,4.696687339,0.0008754056132,9.821836781
GDCP,enhancement_reference,tama.11,tama.11.jpg,1ec06351b468612da1a0e21d6cc350e0d622c17b0fbaf2d2aa8ef3f37f4d119e,D:\Desktop\MyEdgeCodex\input_test\algae\tama.11.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\GDCP\tama.11.jpg,1.902217134,0.4044715828,4.36132155,8.60986971,2.903286869,0.9626561403,21.13298095,0.9736542942,8.328654226,1.222102341,5,0.5,10,26,ok,3.074210338,-1.284885896,0.001809140281,13.71638524,2.403608191,4.085818478,0.001720947517,10.08551614,1.849066322,4.286699518,0.002199107624,9.680396543
CBF,enhancement_reference,tama.11,tama.11.jpg,1ec06351b468612da1a0e21d6cc350e0d622c17b0fbaf2d2aa8ef3f37f4d119e,D:\Desktop\MyEdgeCodex\input_test\algae\tama.11.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\CBF\tama.11.jpg,6.293118139,0.6450841308,6.539442357,47.89070337,7.308888423,0.6709390283,17.51882569,1.358300472,17.78045467,1.934111394,2,0.2,10,58,ok,3.982345471,-2.03964629,0.01032572245,11.62459611,3.712336354,-1.251998015,0.00594995663,9.403945388,3.887078873,-0.09726349517,0.006631988128,9.70839481
HLRP,enhancement_high_noise_diagnostic,tama.11,tama.11.jpg,1ec06351b468612da1a0e21d6cc350e0d622c17b0fbaf2d2aa8ef3f37f4d119e,D:\Desktop\MyEdgeCodex\input_test\algae\tama.11.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\HLRP\tama.11.jpg,10.50480921,0.8775641077,6.74634003,115.6433777,12.89076042,0.5273094773,16.88575187,1.244650265,25.73972717,2.210941281,6,0.6,10,1140,ok,4.816436346,-4.67525885,0.02527556883,8.701569514,4.401362143,-3.045264418,0.01308493036,7.829106448,3.999578863,-1.341183517,0.009909832118,8.896772494
SGUIE-Net,enhancement_reference,tama.11,tama.11.jpg,1ec06351b468612da1a0e21d6cc350e0d622c17b0fbaf2d2aa8ef3f37f4d119e,D:\Desktop\MyEdgeCodex\input_test\algae\tama.11.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\SGUIE-Net\tama.11.jpg,2.945107796,0.4639114475,4.510928575,15.91870102,4.18342928,0.9219993949,21.73632472,1.374419242,11.94034169,1.435990005,0,0,10,10,ok,3.549622991,-0.7656743572,0.00410174347,13.45349365,2.859805015,2.093548583,0.004454825996,13.587446,2.193583164,3.108091679,0.004372291157,9.815221585
Histoformer,enhancement_high_noise_diagnostic,tama.11,tama.11.jpg,1ec06351b468612da1a0e21d6cc350e0d622c17b0fbaf2d2aa8ef3f37f4d119e,D:\Desktop\MyEdgeCodex\input_test\algae\tama.11.jpg,D:\Desktop\Stage1Codex\experiments\myedge168_compare9_rerun_20260527\outputs_normalized\Histoformer\tama.11.jpg,16.97648785,1.238200946,6.778694695,430.4802508,23.09324327,0.4614180624,16.79615913,4.512441861,38.73092613,2.259834177,0,0,10,1041,ok,4.516663498,-0.4247459909,0.04700098892,4.385009293,4.665052073,0.2033885031,0.01747096854,6.401345472,4.301375703,0.09654987005,0.01144182822,9.014182857
raw,anchor_raw,tama.12,tama.12.jpg,7fa6f9a4eb82d336a5f79a8d0957d17df0a807560457dc3dea662aa0b439baea,D:\Desktop\MyEdgeCodex\input_test\algae\tama.12.jpg,D:\Desktop\MyEdgeCodex\input_test\algae\tama.12.jpg,0.9697616775,0.3530415056,2.739953681,6.509257445,1.560779603,1,361.2019991,0.9675745838,4.165464951,0.7191234693,,,,,reference_na,1.945525221,3.528054447,0.00118225902,6.405051177,1.351496173,3.999656809,0.001012622535,5.354949563,1.014499793,3.279536846,0.00102474721,5.050404048
