method,stem,original_filename,result_filename,original_path,result_path,EME,EMEE,Entropy,Contrast,AvgGra,SIFT_KP,MS_SSIM,PSNR,UCIQE,UIQM
r4_03,chichaoyiwan.7,chichaoyiwan.7.jpg,chichaoyiwan.7_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.7.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.7_Final.png,13.12048089,1.031145813,6.777857267,499.3746767,15.38546959,3994,0.3150297701,18.28581704,1.947986484,25.03380526
c25,chichaoyiwan.8,chichaoyiwan.8.jpg,chichaoyiwan.8_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.8.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.8_Final.png,5.78536276,0.6227548214,5.660574146,243.6448766,8.553955911,1319,0.5991758108,15.08910308,1.43172121,11.68822947
r4_03,chichaoyiwan.8,chichaoyiwan.8.jpg,chichaoyiwan.8_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.8.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.8_Final.png,6.978487126,0.6889761073,5.802055678,302.6439851,10.36413886,1789,0.5547656417,16.66312579,1.913026571,13.55352853
c25,chichaoyiwan.9,chichaoyiwan.9.jpg,chichaoyiwan.9_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.9.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\chichaoyiwan.9_Final.png,7.292595362,0.7052741424,6.14568694,184.3250784,9.341478657,1730,0.7317102551,12.21981988,5.207363605,18.20052905
r4_03,chichaoyiwan.9,chichaoyiwan.9.jpg,chichaoyiwan.9_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\chichaoyiwan.9.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\chichaoyiwan.9_Final.png,7.893924068,0.7384374874,6.147858565,231.3087236,10.75308807,2024,0.7482857704,12.73534161,7.070935249,17.5346423
c25,danmai.1,danmai.1.jpg,danmai.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\danmai.1.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\danmai.1_Final.png,18.1250264,1.312304893,6.839398388,658.9723599,20.5005127,5624,0.3954105079,10.17079833,1.657203436,37.29843043
r4_03,danmai.1,danmai.1.jpg,danmai.1_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\danmai.1.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\danmai.1_Final.png,20.07252433,1.421627239,6.708510915,730.1848305,21.76536294,5710,0.4208168387,9.944389405,2.765947342,39.97082701
c25,danmai.2,danmai.2.jpg,danmai.2_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\danmai.2.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\danmai.2_Final.png,10.30997561,0.8748405439,6.151601199,554.9787079,14.57961766,3164,0.5758245587,21.335755,2.422608137,20.20086077
r4_03,danmai.2,danmai.2.jpg,danmai.2_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\danmai.2.jpg,D:\Desktop\Stage1Codex\experiments\optimization_v1\results\full506_refine_round4\r4_03_gamma_050_210_48\Final\danmai.2_Final.png,11.70613881,0.9501334477,6.06278196,673.8135482,16.83623733,3840,0.5547068715,20.35367167,4.154087543,22.63133411
c25,danmai.3,danmai.3.jpg,danmai.3_Final.png,D:\Desktop\Stage1Codex\data\inputImg\Original\danmai.3.jpg,D:\Desktop\Stage1Codex\results_optimized_c25\png\Final\danmai.3_Final.png,9.196459334,0.8192464974,6.247942125,552.0803341,13.39785468,1226,0.7593425512,16.51556993,3.056623936,19.79301147
